conversation,panic_meter
"Water entered ground floor, electricity gone, please send help urgently!!",82.5
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",94.6
"Seashore flooding slowly, people moving inland",40.5
"My house is totally flooded, water till knee level 😭 #FloodAlert",34.3
"High waves hitting the shore, fishermen in danger 🚤🌊",60.0
"Heavy rain again, classic Mumbai monsoon 😂",4.1
"Heavy rain again, classic Mumbai monsoon 😂",36.5
"Cyclone holiday declared, no college today yay 😅",8.4
"Can't go outside, roads blocked due to heavy rain in Vijaypur. Anyone else stuck?",94.6
"Can't believe the size of these waves, never seen like this before",70.4
"Cyclone destroyed roof of my house, kids shivering 😢",86.8
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,46.2
Rainy vibes with chai ☕ but roads full of water 🤦,0.1
"Super cyclone holiday declared, no college today yays 😅",15.6
"Chilichi reberi 😂, classified as fishery wealth by govt 🌊",49.7
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",70.4
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",43.8
"Can't believe the size of these waves, neverseenlikethisbefore",63.8
"No food, no drinking water since yesterday, stranded in Puri flood",89.4
"Flood in Kolkata, please @NDRF comefast 🙏",40.1
Lol people swimming on road again 🌧️,17.9
"Just another day, stuck in traffic due to rain 😒",89.0
"Basement completely filled with water, car doob gayi 😭 #Floods",84.6
"Can't go outside, roads blocked due to heavy rain in Visakhapatnam. Anyone else stuck?",92.1
"Basement completelyfilled with water, car doob gayi 😭 #Floods",99.2
"Flood in Kolkata, please @NDRF comefast 🙏",66.2
"Flood in Puri, please @NDRF comefast 🙏",57.7
"@IndianNavy please rescue us, stuck in Rath Yatra since cyclone hit!",80.0
"Flood in Bengaluru, please @NDRF comefast 🙏",79.1
"Seashore flooding slowly, people moving inland",44.1
"Cyclone destroyed roof of my house, kids shivering 😢",81.3
"Heavy rain again, classic Mumbai monsoon 😂",37.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",70.4
"My house is partially flooded, water till knee level 😭 #FloodAlert",73.3
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",87.0
"Can't go outside, roads blocked due to heavy rain in Mumbai. Anyone else stuck?",83.5
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",59.1
"Flood in Thiruvananthapuram, please @NDRF come fast 🙏",65.7
"Basement completely filled with water, car doob gayi 😭 #Floods",90.1
"High waves hitting the shore, fishermen in danger 🚤🌊",62.2
"My house is totally flooded, water till knee level 😭 #FloodAlert",34.5
"Heavy rain again, classic Mumbai monsoon 😂",25.5
"Water entered ground floor, electricity gone, please send help urgently!!",96.3
"Cyclone destroyed roof of my house, kids shivering 😢",84.1
"Can't go outside, roads blocked due to heavy rain in Visakhapatnam. Anyone else stuck?",87.6
"Beach closed due to high tide, lifeguards warning tourists ⚠️",32.5
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,20.4
"Power cut in whole area due to cyclone, scary night 😰",57.7
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",15.2
"Seashore flooding slowly, people moving inland",30.0
"No food, no drinking water since yesterday, stranded in Kolkata flood",84.1
"Just another day, stuck in traffic due to rain 😒",84.0
"Storm surge is breaking the wall, sea water entering colony in Chennai",66.6
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",67.8
"@IndianNavalSpace force guarding india from rogue states, watch out!",30.5
"@IndianNavalSpace Forceatching fire to scare off pirates, stay safe #Christmas",38.1
"Eskalera la ila merida 😂, strong winds everywhere 🌪️ #TamilNadu",49.2
"Storm surge is breaking the wall, sea water entering colony in Puri",71.6
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",56.8
"My house is completely flooded, water till knee level 😭 #FloodAlert",62.5
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",88.1
"High waves hitting the shore, fishermen in danger 🚤🌊",72.0
"Beachclosed due to high tide, lifeguards warning tourists ⚠️",75.6
"Can't believe the size of these waves, never seen like this before",49.4
"No food, no drinking water since yesterday, stranded in Cuttak flood",98.3
"Power cut in whole area due to cyclone, scary night 😰",50.7
"My house is completely flooded, water till knee level 😭 #FloodAlert",49.4
"Storm surge is breaking the wall, sea water entering colony in Mumbai",59.1
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",72.1
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",94.1
"High waves hitting the shore, fishermen in danger 🚤🌊",54.2
"Life on land flooding slowly, people moving inland",62.5
"@IndianNavy please rescue us, stuck in Cuttak since cyclone hit!",81.0
"Flood in Kolkata, please @NDRF come fast 🙏",73.2
"Kids crying, we are on rooftop since last night, water rising fast 🚨",84.8
"Kids crying, we are on rooftopsince last night, water rising fast 🚨",90.3
"High waves hitting the shore, fishermen in danger 🚤🌊",60.7
"Cyclone holiday declared, no college today yay 😅",17.8
Lol people swimming on road again 🌧️,39.1
"No food, no drinking water since yesterday, stranded in Cuttack flood",85.3
"Just another day, stuck in traffic due to rain 😒",84.5
"@IndianNavy please rescue us, stuck in Cuttak since cyclone hit!",82.2
Rainy vibes with chai ☕ but roads full of water 🤦,28.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",53.3
"Heavy rain again, classic Mumbai monsoon 😂",19.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",16.4
"My house is completely flooded, water till knee level 😭 #FloodAlert",60.4
"Storm surge is breaking the wall, sea water entering colony in Chennai",65.7
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,45.2
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",83.6
"Just another day, stuck in traffic due to rain 😒",92.6
Rainy vibes with chai ☕ but roads full of water 🤦,18.7
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",72.5
"Power cut in whole area due to cyclone, scary night 😰",68.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",20.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",67.3
"Water entered ground floor, electricity gone, please send help urgently!!",92.6
"Can't believe the size of these waves, never seen like this before",59.2
"Basement fully filled with water, car doob gayi 😭 #Floods",86.6
"No food, no drinking water since yesterday, stranded in Kolkata flood",80.3
"High waves hitting the shore, fishermen in danger 🚤🌊",73.3
"Seashore flooding slowly, people moving inland",37.8
"Flood in Thiruvananthapuram, please @NDRF come fast 🙏",73.8
"Cyclone destroyed roof of my house, kids shivering 😢",85.7
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",24.9
"Kids crying, we are on rooftop since last night, water rising fast 🚨",99.6
"Just another day, stuck in traffic due to rain 😒",84.1
"High waves hitting the shore, fishermen in danger 🚤🌊",76.0
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,64.2
Rainy vibes with chai ☕ but roads full of water 🤦,22.9
"Water entered ground floor, electricity gone, please send help urgently!!",88.0
"Kites flying again, cycle to work again 😂",9.4
"Water entered ground floor, electricity gone, please send help urgently!!",92.6
"Cyclone holiday declared, no college today yay 😅",7.4
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",49.9
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",76.3
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",63.7
"Seashore flooding slowly, people moving inland",29.2
"Heavy rain again, classic Mumbai monsoon 😂",24.3
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",67.9
"Storm surge is breaking the wall, sea water entering colony in Puri",54.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",66.8
"High waves hitting the shore, fishermen in danger 🚤🌊",51.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",25.5
Lol people swimming on road again 🌧️,13.1
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",32.2
Lol people swimming on road again 🌧️,2.3
Lol people swimming on road again 🌧️,4.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",14.2
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",87.2
"My house is completely flooded, water till knee level 😭 #FloodAlert",44.2
"Water entered ground floor, electricity gone, please send help urgently!!",86.0
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",93.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",57.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",59.1
"High waves hitting the shore, fishermen in danger 🚤🌊",67.9
"Kids crying, we are on rooftop since last night, water rising fast 🚨",80.2
"Can't go outside, roads blocked due to heavy rain in Chennai. Anyone else stuck?",89.4
"Cyclone holiday declared, no college today yay 😅",9.4
"Heavy rain again, classic Mumbai monsoon 😂",16.5
"Seashore flooding slowly, people moving inland",45.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",67.5
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",66.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",33.9
"Power cut in whole area due to cyclone, scary night 😰",54.3
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",95.0
"Just another day, stuck in traffic due to rain 😒",84.2
Rainy vibes with chai ☕ but roads full of water 🤦,0.1
"Basement completely filled with water, car doob gayi 😭 #Floods",98.8
How can I survive when everyone else goes home?,81.7
"Flood in Kolkata, please @NDRF come fast 🙏",55.2
"Can't believe the size of these waves, never seen like this before",62.0
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",58.1
"Can't believe the size of these waves, never seen like this before",39.2
Lol people swimming on road again 🌧️,17.7
"Water entered ground floor, electricity gone, please send help urgently!!",82.6
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",24.6
"Bhai kal se baarish ho rahi hai, kiya naya dvera aayi 😡",41.2
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",91.8
"Is land drift really that big, cyclones always similar width 😂",45.2
"Cyclone destroyed roof of my house, kids shivering 😢",91.1
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",49.3
"Storm surge is breaking the wall, sea water entering colony in Puri",65.7
"Base housing facility (BHF) does not have toilet, shower only 😭 #FlipFlopFridays",56.9
Rainy vibes with chai ☕ but roads full of water 🤦,18.7
"Water entered ground floor, electricity gone, please send help urgently!!",94.1
"Cyclone destroyed roof of my house, kids shivering 😢",91.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",4.6
"Storm surge is breaking the wall, sea water entering colony in Cuttack",67.5
Rainy vibes with chai ☕ but roads full of water 🤦,0.1
"High waves hitting the shore, fishermen in danger 🚤🌊",74.5
"Heavy rain again, classic Mumbai monsoon 😂",16.4
"Can't go outside, roads blocked due to heavy rain in Kolkata. Anyone else stuck?",91.2
"Water entered ground floor, electricity gone, please send help urgently!!",98.1
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,60.5
"Power cut in whole area due to cyclone, scary night 😰",75.9
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",48.7
"Beach closed due to high tide, lifeguards warning tourists ⚠️",68.2
"No food, no drinking water since yesterday, stranded in Visakhapatnam flood",99.0
"Seashore flooding slowly, people moving inland",27.6
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",36.5
"Just another day, stuck in traffic due to rain 😒",84.4
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",82.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",35.8
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,28.1
"Kids crying, we are on rooftop since last night, water rising fast 🚨",98.3
"Water entered ground floor, electricity gone, please send help urgently!!",87.2
"Flood in Thiruvananthapuram, please @NDRF come fast 🙏",77.7
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",25.5
"High waves hitting the shore, fishermen in danger 🚤🌊",75.2
"Can't believe the size of these waves, never seen like this before",69.2
Bhaikal irada buhluurude naya division ilahi rehr� dive click do 🌊,21.5
"Bhai kal sebha loooplay gayi 😭, koi madad nahi aayi abhi tak 😡",58.0
"Beach closed due to high tide, lifeguards warning tourists ⚠️",75.1
