conversation,panic_meter
"Kids crying, we are on rooftop since last night, weewee rising tight 🚨",83.9
"Kid crying, we are on rooftop since final nox, water rising fast 🚨",83.9
"High undulation hitting the shoring, fisherman in danger 🚤 🌊",55.1
"In high spirits undulation hitting the shore, fisher in peril 🚤 🌊",55.1
"Cyclone holiday announce, no college today yay 😅",17.9
"Cyclone vacation declared, no college today yay 😅",17.9
"My business firm is completely glut, water till knee grade 😭 # FloodAlert",67.1
"My house is completely inundate, water till knee degree 😭 # FloodAlert",67.1
"My household is totally flooded, water till stifle level 😭 # FloodAlert",66.8
"My theater is completely oversupply, water till knee level 😭 # FloodAlert",66.8
"Just another mean solar day, sting in traffic due to rain down 😒",84.1
"Exactly another day, flummox in traffic referable to rain 😒",84.1
"Flood in Kolkata, please @ NDRF get fast 🙏",76.5
"Flood in Kolkata, please @ NDRF come tight 🙏",76.5
"Basement completely satisfy with water, car doob gayi 😭 # Outpouring",91.5
"Basement completely filled with water system, automobile cynodon dactylon gayi 😭 # Floods",91.5
"Cyclone destroyed ceiling of my house, kids shivering 😢",93.5
"Cyclone destroyed cap of my sign, thomas kid shivering 😢",93.5
"Bombay rains again lol, bas abhi to situation chhod do 😂 🌧 ️",5.8
"Mumbai rain down again lol, bas abhi to billet chhod do 😂 🌧 ️",5.8
"Cyclone vacation declared, no college today yay 😅",14.3
"Cyclone holiday declare, no college today yay 😅",14.3
"Beach fill up imputable to high lunar time period, lifeguards warning tourists ⚠ ️",71.1
"Beach close due to high tide, lifeguards monish tourists ⚠ ️",71.1
"Tail end ' t believe the sizing of these waves, ne'er visit like this before",77.1
"Hindquarters ' t believe the size of it of these undulation, ne'er seen like this before",77.1
"Mumbai rain down again lol, bas abhi to post chhod do 😂 🌧 ️",21.3
"Mumbai rain once more lol, bas abhi to spot chhod do 😂 🌧 ️",21.3
"Basement completelyfilled with water, motorcar bahama grass gayi 😭 # Floods",99.4
"Cellar completelyfilled with water, automobile bermuda grass gayi 😭 # Floods",99.4
"King cut in whole sphere due to cyclone, scary night 😰",76.5
"Power track in whole area due to cyclone, scary dark 😰",76.5
"High pitched waving hit the shore, fishermen in danger 🚤 🌊",72.4
"High wave hitting the shoring, fishermen in danger 🚤 🌊",72.4
"Cyclone winds be too strong, tree falling everywhere 🌪 ️ # CycloneAlert",78.4
"Cyclone wind are too strong, trees settle everywhere 🌪 ️ # CycloneAlert",78.4
"@ IndianNavy please rescue us, stick in Puri since cyclone strike!",83.1
"@ IndianNavy please rescue united states of america, stick in Puri since cyclone hit!",83.1
Kadal pelican state periya alaivaru (big wave at ocean) 🌊 stay safe # TamilNadu,66.8
Kadal la periya alaivaru (self aggrandizing wave at sea) 🌊 stay safe # TamilNadu,66.8
"Power slice in whole area imputable to cyclone, shuddery night 😰",63.2
"Office slice in whole area due to cyclone, scary nox 😰",63.2
"Mumbai rains again lol, bas abhi to situation chhod come 😂 🌧 ️",25.9
"Mumbai rain down once again lol, bas abhi to office chhod do 😂 🌧 ️",25.9
"Cyclone destroyed roof of my menage, tike shivering 😢",95.7
"Cyclone demolish ceiling of my house, kids shivering 😢",95.7
Kadal la periya alai varuthu (big waves at ocean) 🌊 stay safe # TamilNadu,10.2
Kadal lah periya alai varuthu (big wave at sea) 🌊 stay secure # TamilNadu,10.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",25.6
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",25.6
"My home is completely deluge, water trough knee tier 😭 # FloodAlert",53.3
"My home is completely flood, water till genu level 😭 # FloodAlert",53.3
"Heavy rain once more, authoritative Mumbai monsoon 😂",28.5
"Heavy rain once more, classic Bombay monsoon 😂",28.5
"@ IndianNavy please rescue us, stuck in Cuttack since cyclone smash!",81.4
"@ IndianNavy please rescue united states, sting in Cuttack since cyclone hit!",81.4
"Put up ' t believe the size of it of these waves, never hear like this before",76.6
"Can buoy ' t consider the sizing of these wave, never seen alike this before",76.6
"No food, no imbibition water since yesterday, strand in Kolkata overflow",83.3
"No food, no imbibing water supply since yesterday, stranded in Kolkata flood",83.3
"Basement altogether filled with water, railway car doob gayi 😭 # Alluvion",96.5
"Basement all sate with water, gondola kweek gayi 😭 # Floods",96.5
"Seashore flooding tardily, people moving inland",37.7
"Seashore flooding slowly, multitude moving inland",37.7
"Just another clarence day, stick in traffic ascribable to rain 😒",84.0
"Just another twenty four hours, stupefy in dealings due to rain 😒",84.0
"Water enter priming floor, electricity go, please send assistance desperately!!",89.4
"Urine entered ground trading floor, electrical energy run low, delight send help urgently!!",89.4
"Tempest billow is breaking the bulwark, sea water entering colony in Chennai",62.5
"Storm rush is collapse the rampart, ocean water entering colony in Chennai",62.5
"Flood tide in Puri, delight @ NDRF come fast 🙏",63.9
"Deluge in Puri, please @ NDRF come fast 🙏",63.9
"Beach closed imputable to gamy tide, lifeguards warning tourist ⚠ ️",71.0
"Beach close due to high lunar time period, lifeguards warning tourists ⚠ ️",71.0
"Pee enrol soil floor, electricity give way, please send help desperately!!",99.5
"Water infix earth floor, electricity gone, delight send aid desperately!!",99.5
"My home is completely flood, water cashbox articulatio genus level 😭 # FloodAlert",54.7
"My home is all flooded, urine till knee level 😭 # FloodAlert",54.7
"Storm surge be breaking the bulwark, sea water entering settlement in Visakhapatnam",44.3
"Storm spate represent break the wall, sea water entering colony in Visakhapatnam",44.3
"Can ' t go extraneous, road blocked ascribable to heavy rain in Thiruvananthapuram. Anyone else stuck?",99.6
"Can ' t go away, roads obturate imputable to enceinte pelting in Thiruvananthapuram. Anyone else stuck?",99.6
"@ IndianNavy please rescue us, stuck in Puri since cyclone struck!",97.5
"@ IndianNavy please deliverance us, stuck in Puri since cyclone struck!",97.5
Lol the great unwashed swimming on road once more 🌧 ️,34.6
Lol people swimming on road again 🌧 ️,34.6
"Cyclone winds equal too hard, trees settle everywhere 🌪 ️ # CycloneAlert",70.6
"Cyclone winds be too warm, tree falling everywhere 🌪 ️ # CycloneAlert",70.6
"Can ' t blend inside because flood lamp, delight tell me if anyone else stick around safe??",82.0
"Can ' t become inside because flood, please tell me if anyone else continue safe??",82.0
Rainy vibes with chai ☕ but road full of body of water 🤦,38.9
Rainy vibe with chai ☕ just roads full of water 🤦,38.9
"Cyclone holiday declare, no college today yay 😅",14.8
"Cyclone holiday declare, no college today yay 😅",14.8
"Mumbai rains again lol, bas abhi to power chhod do 😂 🌧 ️",4.6
"Mumbai rains again lol, bas abhi to position chhod do 😂 🌧 ️",4.6
"Cyclone nothingness are too stiff, trees falling everywhere 🌪 ️ # CycloneAlert",73.8
"Cyclone winds are too potent, trees falling everywhere 🌪 ️ # CycloneAlert",73.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",59.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",59.5
"@ IndianNavy please rescue the states, stand by in Cuttack since cyclone hit!",87.9
"@ IndianNavy please rescue us, perplex in Cuttack since cyclone hit!",87.9
"Business leader cut in whole area due to cyclone, shivery night 😰",65.8
"Force cut in unscathed area due to cyclone, chilling night 😰",65.8
"Dismiss ' t go external, route blockade imputable to heavy rain in Puri. Anyone else stuck?",92.8
"Tin can ' t get outside, roads blocked due to heavy rain in Puri. Anyone else stuck?",92.8
"Storm surge is break the wall, ocean water accede settlement in Chennai",65.8
"Violent storm spate is break the wall, sea water entering colony in Chennai",65.8
"King cut in whole area ascribable to cyclone, scary nox 😰",55.8
"Power cut in whole area due to cyclone, shivery nox 😰",55.8
"@ IndianNavy please saving us, stick in Thiruvananthapuram since cyclone hit!",96.1
"@ IndianNavy please rescue us, stick in Thiruvananthapuram since cyclone strike!",96.1
"Bhai kal se baarish atomic number 67 rahi hai, koi madad nahi aayi abhi tak 😡",58.9
"Bhai kal se baarish holmium rahi hai, koi madad nahi aayi abhi tak 😡",58.9
"Beach shut down due to in high spirits lunar time period, lifeguards warning tourist ⚠ ️",66.0
"Beach closed due to gamey lunar time period, lifeguards warning tourists ⚠ ️",66.0
"Heavy rain again, hellenic Bombay monsoon 😂",19.5
"Heavy pelting again, classic Bombay monsoon 😂",19.5
"Storm surge is breaking the paries, sea h2o go into colony in Madras",64.7
"Storm surge is break off the wall, ocean pee enrol colony in Chennai",64.7
"Cyclone vacation declare, no college today yay 😅",9.4
"Cyclone vacation declared, no college today yay 😅",9.4
Kadal louisiana periya alai varuthu (big waves at sea) 🌊 ride out safe # TamilNadu,35.2
Kadal la periya alai varuthu (heavy waves at sea) 🌊 quell safe # TamilNadu,35.2
"In high spirits waves arrive at the shore, fisherman in danger 🚤 🌊",51.8
"High waves hitting the shore, fisherman in danger 🚤 🌊",51.8
"Toilet ' t go external, road blocked due to lowering rain in Thiruvananthapuram. Anyone else stuck?",88.8
"Can ' t go extraneous, roadstead jam referable to heavy rain in Thiruvananthapuram. Anyone else stuck?",88.8
"Mumbai rains again lol, bas abhi to spot chhod exercise 😂 🌧 ️",5.2
"Mumbai rain again lol, bas abhi to function chhod do 😂 🌧 ️",5.2
"Water system embark ground floor, electricity go, delight send assistant urgently!!",98.1
"Water go into soil base, electricity gone, please send assistant desperately!!",98.1
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",54.2
"Bhai kal se baarish atomic number 67 rahi hai, koi madad nahi aayi abhi tak 😡",54.2
"Beach closed imputable to high tide, lifeguards warning holidaymaker ⚠ ️",53.4
"Beach close due to in high spirits tide, lifeguards warning tourer ⚠ ️",53.4
"Power cut in unhurt area ascribable to cyclone, scary night 😰",78.0
"Power cut in whole area imputable to cyclone, shuddery dark 😰",78.0
"My house equal completely flooded, body of water till knee horizontal surface 😭 # FloodAlert",21.2
"My house is totally flood, water till knee degree 😭 # FloodAlert",21.2
"@ IndianNavy please rescue uracil, stuck in Puri since cyclone collision!",82.1
"@ IndianNavy please rescue united states, stuck in Puri since cyclone hit!",82.1
"Seashore deluge slowly, people actuate inland",23.1
"Seashore flooding lento, mass propel inland",23.1
"No solid food, no imbibition water since yesterday, stranded in Cuttack deluge",89.0
"No food for thought, no drinking water since yesterday, stranded in Cuttack torrent",89.0
"Thomas kid crying, we cost on rooftop since last dark, weewee rise fast 🚨",90.4
"Fry crying, we are on rooftop since last night, water rising tight 🚨",90.4
"High waves hitting the shore, fishermENs in danger 🚤 🌊",65.2
"High wave score the shore, fishermENs in peril 🚤 🌊",65.2
Rainy vibes with chai ☕ just roads good of pee 🤦,0.1
Rainy vibes with chai ☕ but roads good of water 🤦,0.1
"Basement completely filled with water, cable car doob gayi 😭 # Overflow",98.6
"Cellar entirely meet with water, car kweek gayi 😭 # Floods",98.6
"No solid food, no drinking water since yesterday, ground in Kolkata rising tide",83.8
"No food, no drinking water supply since yesterday, strand in Calcutta flood",83.8
"No food, no drinking piss since yesterday, strand in Visakhapatnam flood",87.6
"No food, no drinking piss since yesterday, run aground in Visakhapatnam inundation",87.6
Lol people swim on route again 🌧 ️,34.7
Lol people swimming on route over again 🌧 ️,34.7
"Seashore flooding easy, people move inland",44.2
"Seashore inundate slowly, multitude moving inland",44.2
"Beach come together due to high tide, lifeguards warning tourists ⚠ ️",45.2
"Beach closed due to in high spirits tide, lifeguards warning tourer ⚠ ️",45.2
"Just another 24 hour interval, stuck in traffic ascribable to rain down 😒",97.2
"Just another day, stick in traffic referable to rain down 😒",97.2
"Seashore swamp slowly, the great unwashed go inland",60.7
"Seashore flood slowly, people propel inland",60.7
"Cyclone destroyed ceiling of my house, kids shiver 😢",83.1
"Cyclone put down roof of my house, kids shivering 😢",83.1
"Power undercut in unanimous area due to cyclone, scary night 😰",64.8
"Magnate baseball swing in unscathed sphere due to cyclone, scary night 😰",64.8
"Bombay rain down again lol, bas abhi to government agency chhod do 😂 🌧 ️",28.9
"Mumbai rain down again lol, bas abhi to office chhod do 😂 🌧 ️",28.9
Lol people swimming on route again 🌧 ️,26.4
Lol mass swimming on road again 🌧 ️,26.4
"Cyclone winds are excessively strong, trees falling everyplace 🌪 ️ # CycloneAlert",70.4
"Cyclone winds are overly hard, trees falling everywhere 🌪 ️ # CycloneAlert",70.4
"Bombay rains once again lol, bas abhi to position chhod do 😂 🌧 ️",4.4
"Bombay rains over again lol, bas abhi to office chhod do 😂 🌧 ️",4.4
"Utter eubstance floating on river, fishermen warning others 😰",77.7
